city,country,state,suburb,date,city_ascii,iso2,iso3,capital,worldcities_id,data_source,AWND,DAPR,DATN,DATX,DWPR,EVAP,MDPR,MDTN,MDTX,PGTM,PRCP,SN32,SN52,SNOW,SNWD,SX32,SX52,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WDFG,WDMV,WESD,WESF,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,lat,long,population,name,apparentTempMean,apparentTempMax,apparentTempMin,windSpeed10mMax,sunshineDuration,cloudCoverMean,dewPoint2mMean,relativeHumidity2mMean,snowfallWaterEquivSum,soilMoisture0to100cmMean,daylightDuration,rainSum,snowfallSum,precipitationHours
Tokyo,Japan,Hachijō Subprefecture,,2020-01-11,Tokyo,JP,,,,worldcities,,,,,,,,,,,15.7,,,,,,,12.875,15.1,10.549999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.675,10.475,2.875,49.575,19203.167500000003,62.25,5.824999999999999,63,0,0,36473.1925,15.7,0,9
Tokyo,Japan,Hachijō Subprefecture,,2020-01-12,Tokyo,JP,,,,worldcities,,,,,,,,,,,5.199999999999999,,,,,,,13.450000000000001,14.95,11.975,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.525,8.825000000000001,4.35,49.025000000000006,24658.32,54.75,6.5,63.25,0,0,36532.63,5.199999999999999,0,5.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-13,Tokyo,JP,,,,worldcities,,,,,,,,,,,2.275,,,,,,,12.55,14.474999999999998,10.2,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.0249999999999995,7.7,2.3249999999999997,55.55,28988.122499999998,60,5.949999999999999,64.5,0,0,36594.425,2.275,0,10.25
Tokyo,Japan,Hachijō Subprefecture,,2020-01-14,Tokyo,JP,,,,worldcities,,,,,,,,,,,9.225,,,,,,,13.75,15.325000000000001,12.125,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.5249999999999995,10.299999999999999,5.5249999999999995,54.525,23827.872499999998,52,7.699999999999999,67.25,0,0,36658.66249999999,9.225,0,8.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-15,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.1,,,,,,,14.274999999999999,16,12.6,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,9.45,12.5,6.625,42.849999999999994,29526.0075,42.75,8.15,67,0,0,36725.2675,3.1,0,3.25
Tokyo,Japan,Hachijō Subprefecture,,2020-01-16,Tokyo,JP,,,,worldcities,,,,,,,,,,,2.15,,,,,,,13.6,15.375,11.75,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.800000000000001,10.775,4.45,49.4,24587.035000000003,59.25,6.675,63.5,0,0,36794.1375,2.15,0,7.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-17,Tokyo,JP,,,,worldcities,,,,,,,,,,,2.65,,,,,,,13.049999999999999,14.7,11,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.225,9.95,4.449999999999999,42.5,26256.322500000002,61.75,6.5,65,0,0,36865.1575,2.65,0,5.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-18,Tokyo,JP,,,,worldcities,,,,,,,,,,,4.125,,,,,,,12.899999999999999,14.049999999999999,12.05,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.800000000000001,8.35,4,53.47500000000001,16010.72,72.25,6.45,65,0,0,36938.2675,4.125,0,8
Tokyo,Japan,Hachijō Subprefecture,,2020-01-19,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.4,,,,,,,12.125,13.125,10.95,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.975,8.95,4.175000000000001,48.675,16535.079999999998,81.75,7,71.25,0,0,37013.575000000004,6.4,0,15.25
Tokyo,Japan,Hachijō Subprefecture,,2020-01-20,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.325,,,,0.17500000000000002,,,12.875,14.475,10.95,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.699999999999999,9.125,4.8500000000000005,48.75,21699.3325,66,6.525,65.5,0.025,0,37091.0025,6.3,0.0175,10.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-21,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.5500000000000003,,,,,,,12.725000000000001,13.975,11.25,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.750000000000001,10.25,5.625,43.125,23020.552499999998,59.25,6.074999999999999,64.5,0,0,37170.4275,3.5500000000000003,0,7.5
Tokyo,Japan,Hachijō Subprefecture,,2020-01-22,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.625,,,,,,,14.349999999999998,15.575,12.424999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,10.675,13.024999999999999,7.85,33.55,29111.8975,71.25,7.025,61.75,0,0,37251.74,0.625,0,2.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-23,Tokyo,JP,,,,worldcities,,,,,,,,,,,22.375,,,,0.7000000000000001,,,13.524999999999999,15.375,11.549999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,8.825,12.849999999999998,4.4750000000000005,53.5,5891.4825,86.25,9.325,75.75,0.1,0,37334.862499999996,22.275,0.07,18
Tokyo,Japan,Hachijō Subprefecture,,2020-01-24,Tokyo,JP,,,,worldcities,,,,,,,,,,,12.45,,,,8.575,,,10.9,13.1,8.35,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,2.5250000000000004,7.2749999999999995,-0.75,63.625,14754.3475,76.75,6.375,74,1.225,0,37419.9275,11.225,0.8574999999999999,17.5
Tokyo,Japan,Hachijō Subprefecture,,2020-01-25,Tokyo,JP,,,,worldcities,,,,,,,,,,,5.425,,,,3.675,,,11.049999999999999,12.350000000000001,9.125000000000002,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,3.5999999999999996,6.125000000000001,1.1,53.125,31201.2875,62.5,4.7749999999999995,65.75,0.525,0,37506.8475,4.9,0.3675,13
Tokyo,Japan,Hachijō Subprefecture,,2020-01-26,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.9,,,,,,,13.05,14.175,11.975000000000001,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.1000000000000005,8.55,4.325,54.25,27134.957500000004,66,6.050000000000001,62.75,0,0,37595.505000000005,0.9,0,6.75
Tokyo,Japan,Hachijō Subprefecture,,2020-01-27,Tokyo,JP,,,,worldcities,,,,,,,,,,,13.075000000000001,,,,,,,12.8,14.3,11.05,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.674999999999999,9.575,3.95,49.074999999999996,19634.81,72.25,7.199999999999999,69.25,0,0,37685.7775,13.075000000000001,0,12
Tokyo,Japan,Hachijō Subprefecture,,2020-01-28,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.6000000000000005,,,,,,,11.774999999999999,12.9,9.75,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.5,7.75,2.4,46.849999999999994,27070.905000000002,61.25,5.375,65.5,0,0,37777.590000000004,6.6000000000000005,0,11.5
Tokyo,Japan,Hachijō Subprefecture,,2020-01-29,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.05,,,,,,,11.349999999999998,12.725000000000001,10.375,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,4.375,6.025,2.625,46.375,21184.5075,72.25,3.625,59.5,0,0,37871.090000000004,1.05,0,5
Tokyo,Japan,Hachijō Subprefecture,,2020-01-30,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.4,,,,,,,11.424999999999999,12.85,10.15,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.075,6.699999999999999,2.975,43.574999999999996,24915.557500000003,62.5,3.5500000000000003,58.75,0,0,37966.1875,1.4,0,6.25
Tokyo,Japan,Hachijō Subprefecture,,2020-01-31,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.1999999999999997,,,,,,,12.725000000000001,14,10.975,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.575,8.925,4.55,49.95,28804.097500000003,53,5.125,60.5,0,0,38062.7675,3.1999999999999997,0,6.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-01,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.2,,,,,,,14.399999999999999,16.325,12.375,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.3500000000000005,9.3,5.5,59.025,27951.4275,73,7.449999999999999,63.25,0,0,38160.7025,1.2,0,6
Tokyo,Japan,Hachijō Subprefecture,,2020-02-02,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.3,,,,,,,12.774999999999999,14.600000000000001,11.399999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7,9.875,4.275,45.6,15383.5375,71,6.225,65,0,0,38259.917499999996,3.3,0,7
Tokyo,Japan,Hachijō Subprefecture,,2020-02-03,Tokyo,JP,,,,worldcities,,,,,,,,,,,7.15,,,,,,,12.1,13.649999999999999,11.15,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.5,8.725,4.75,43.925,16769.8475,89.25,6.449999999999999,68.75,0,0,38360.5675,7.15,0,10.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-04,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.8250000000000002,,,,,,,12.625,13.8,11.424999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.15,8.4,4.25,47.775,23605.9375,67.25,6.324999999999999,66,0,0,38462.572499999995,1.8250000000000002,0,7.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-05,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.3,,,,,,,12.200000000000001,14.25,10.375,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.9,8.3,2.875,51.02499999999999,26369.33,64.25,6.125,67.25,0,0,38565.81,6.3,0,11.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-06,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.5999999999999996,,,,,,,12.125,12.8,11.2,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.75,8.75,5,38.225,27461.945,72.25,6.15,67.25,0,0,38670.16,3.5999999999999996,0,12.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-07,Tokyo,JP,,,,worldcities,,,,,,,,,,,4,,,,,,,12.625,13.55,11.549999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.000000000000001,8.325,5.375,38,24613.86,66.5,5.4,62,0,0,38775.557499999995,4,0,5.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-08,Tokyo,JP,,,,worldcities,,,,,,,,,,,2.7250000000000005,,,,,,,12.25,13.8,10.425,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.4,8.75,3.9499999999999997,41.050000000000004,17782.9725,74,5.2,62.75,0,0,38882.155,2.7250000000000005,0,9.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-09,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.775,,,,,,,11.925,12.925,10.825,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6,7.5,4.199999999999999,45.525000000000006,19034.195,85.25,6.25,68.75,0,0,38989.8775,6.775,0,10.5
Tokyo,Japan,Hachijō Subprefecture,,2020-02-10,Tokyo,JP,,,,worldcities,,,,,,,,,,,12.8,,,,,,,13.125,15.275,11.375,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.2749999999999995,10.299999999999999,3.25,56.725,22134.045,63,7.450000000000001,69.25,0,0,39098.6075,12.8,0,10
Tokyo,Japan,Hachijō Subprefecture,,2020-02-11,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.7999999999999998,,,,,,,12.2,13.124999999999998,11.225000000000001,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.425,8.125,3.425,45.975,34236.14,64.75,4.1,58,0,0,39208.2325,1.7999999999999998,0,4.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-12,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.8,,,,,,,13.225000000000001,14.175,11.875,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,8.274999999999999,10.075,5.425,43.425,20337.9,69.5,5.075,58.25,0,0,39318.682499999995,0.8,0,1.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-13,Tokyo,JP,,,,worldcities,,,,,,,,,,,14.575000000000001,,,,,,,14.425,16.725,12.575,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,8.8,11.525,6.45,47.3,18834.8975,81.25,8.2,67.25,0,0,39430.1275,14.575000000000001,0,10
Tokyo,Japan,Hachijō Subprefecture,,2020-02-14,Tokyo,JP,,,,worldcities,,,,,,,,,,,4.4,,,,,,,13.5,14.5,12.200000000000001,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.8,10.425,5.5,49.925,18040.2975,78,7.5,67.75,0,0,39542.48,4.4,0,10
Tokyo,Japan,Hachijō Subprefecture,,2020-02-15,Tokyo,JP,,,,worldcities,,,,,,,,,,,10.625,,,,,,,13.925,15.7,11.325,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.450000000000001,9.625,4.225,57.425000000000004,27016.57,63.75,8.2,69,0,0,39655.645000000004,10.625,0,13.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-16,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.825,,,,,,,11.899999999999999,13.575,10.5,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,4.975,7.65,2.575,51.45,27011.28,67.75,5.925,67.5,0,0,39769.515,6.825,0,13
Tokyo,Japan,Hachijō Subprefecture,,2020-02-17,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.2,,,,0.525,,,11.299999999999999,13.749999999999998,9.425,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,3.4499999999999997,6.4750000000000005,1.3750000000000002,55.35,34614.8125,46.75,4.575,64.25,0.07500000000000001,0,39884.01500000001,3.125,0.052500000000000005,10.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-18,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.5999999999999999,,,,0.35000000000000003,,,12.55,13.725,11.350000000000001,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.65,8.325,4.9,47.550000000000004,33867.8025,47.5,5.074999999999999,61.25,0.05,0,39999.315,1.5499999999999998,0.035,5.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-19,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.1,,,,,,,15.100000000000001,17.075,12.775,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,8.375,10.649999999999999,6.475,55.925,23054.84,89.25,9.025,67.5,0,0,40115.3525,3.1,0,7
Tokyo,Japan,Hachijō Subprefecture,,2020-02-20,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.725,,,,,,,14.25,15.725000000000001,12.25,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.074999999999999,10.6,4.5,60.1,27707.985,70.5,8.725000000000001,70.25,0,0,40232.020000000004,6.725,0,6.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-21,Tokyo,JP,,,,worldcities,,,,,,,,,,,1.25,,,,,,,13.600000000000001,14.275,12.625,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.3999999999999995,9.65,6.175000000000001,48.65,32058.260000000002,64,7.7250000000000005,68.25,0,0,40349.2175,1.25,0,6.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-22,Tokyo,JP,,,,worldcities,,,,,,,,,,,12.924999999999999,,,,,,,13.925,15.825,12.425,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,7.45,9.575,5.875,50.925,21316.0125,74,7.7,67,0,0,40466.885,12.924999999999999,0,9.25
Tokyo,Japan,Hachijō Subprefecture,,2020-02-23,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.95,,,,,,,12.625,14.25,11.225,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.074999999999999,8.9,3.925,46.5,14584.9475,75.25,6.825,68.25,0,0,40585.19,3.95,0,8.5
Tokyo,Japan,Hachijō Subprefecture,,2020-02-24,Tokyo,JP,,,,worldcities,,,,,,,,,,,2.5500000000000003,,,,,,,11.600000000000001,12.425,10.975,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.175,7.95,4.4,41.475,19983.78,71.25,5.6,67,0,0,40704.06999999999,2.5500000000000003,0,10.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-25,Tokyo,JP,,,,worldcities,,,,,,,,,,,9.65,,,,,,,12.149999999999999,13.725,10.25,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.65,7.75,3.125,49.875,26633.397500000003,50.5,6.125,67.5,0,0,40823.4375,9.65,0,9.5
Tokyo,Japan,Hachijō Subprefecture,,2020-02-26,Tokyo,JP,,,,worldcities,,,,,,,,,,,8,,,,,,,12.3,13.725,10.424999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.2,8.799999999999999,3.5999999999999996,46.325,24898.9675,69,4.925,61.75,0,0,40943.18,8,0,9.5
Tokyo,Japan,Hachijō Subprefecture,,2020-02-27,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.225,,,,,,,11.725,13.2,10.375,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5,6.824999999999999,2.95,47.75,30373.1325,42,3.675,58.25,0,0,41063.2525,0.225,0,1.75
Tokyo,Japan,Hachijō Subprefecture,,2020-02-28,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.1,,,,,,,13.55,15,11.725,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,8.625,10.6,5.7250000000000005,36.45,27489.300000000003,53.5,5.175,57.5,0,0,41183.822499999995,0.1,0,1
Tokyo,Japan,Hachijō Subprefecture,,2020-02-29,Tokyo,JP,,,,worldcities,,,,,,,,,,,36.9,,,,,,,16.3,18,14.2,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,10.5,13.5,8.1,77.8,27716.76,91,10.7,70,0,0,41258.07,36.9,0,16
Tokyo,Japan,Hachijō Subprefecture,,2020-03-01,Tokyo,JP,,,,worldcities,,,,,,,,,,,6.1499999999999995,,,,,,,15.6,17.25,13.4,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,9.375,11.075000000000001,7.075,57.525000000000006,28127.4625,70.75,9.7,68.75,0,0,41335.380000000005,6.1499999999999995,0,8.25
Tokyo,Japan,Hachijō Subprefecture,,2020-03-02,Tokyo,JP,,,,worldcities,,,,,,,,,,,3.0250000000000004,,,,,,,13.049999999999999,15.4,10.675,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,6.1499999999999995,9.125,2.6999999999999997,52.675000000000004,29888.47,71.5,7.0249999999999995,67.25,0,0,41456.85,3.0250000000000004,0,9.5
Tokyo,Japan,Hachijō Subprefecture,,2020-03-03,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.15,,,,,,,12.075,13.125,10.775,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,5.5,6.925000000000001,4.0249999999999995,43,27961.9725,51.25,4.35,59.5,0,0,41578.555,0.15,0,1.25
Tokyo,Japan,Hachijō Subprefecture,,2020-03-04,Tokyo,JP,,,,worldcities,,,,,,,,,,,0.225,,,,,,,13.475,14.475000000000001,12.524999999999999,,,,,,,,,,,,,,,,,,,,,33.11700000000015,139.7830000000009,37977000,Tokyo Open-Meteo 2021-2024,8.524999999999999,10.8,6.65,37.875,31346.700000000004,78.75,5.225,57.75,0,0,41700.442500000005,0.225,0,2
